Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Crystallization_Method_Clean,Component_1_Name_Clean,Component_1_Conc_Normalized,Conc_Unit,Combined_Text,Method_Encoded,Component_Encoded,Temp (K)_scaled,pH_scaled,Matthews Coefficient_scaled,Percent Solvent Content_scaled
6QUV,VAPOR DIFFUSION,277.0,6.4,2.1,41.45,MPD,52%,6.4,VAPOR DIFFUSION,MPD,0.7160033436347992,%,VAPOR DIFFUSION [SEP] MPD,11,1251,-2.3772723294572438,-0.27182334245424994,-0.44993984765287,-0.36423609510473604
6QUW,VAPOR DIFFUSION,277.0,6.4,2.1,41.48,MPD,52%,6.4,VAPOR DIFFUSION,MPD,0.7160033436347992,%,VAPOR DIFFUSION [SEP] MPD,11,1251,-2.3772723294572438,-0.27182334245424994,-0.44993984765287,-0.3602132738312687
6REG,VAPOR DIFFUSION,293.15,5.5,2.11,41.74,PEG550MME,23%(v/v),5.5,VAPOR DIFFUSION,PEG550MME,0.36172783601759284,%,VAPOR DIFFUSION [SEP] PEG550MME,11,1624,0.3102137726278073,-0.8857064022671332,-0.41874294170016496,-0.32534882279454413
6REK,VAPOR DIFFUSION,293.15,6.779999999999999,2.0,38.63,MES,0.1M,6.5,VAPOR DIFFUSION,MES,-1.0,M,VAPOR DIFFUSION [SEP] MES,11,1135,0.3102137726278073,-0.012628272755477787,-0.7619089071799271,-0.7423812948107412
6REN,VAPOR DIFFUSION,293.15,6.5200000000000005,2.02,38.98,HEPES,0.1M,7.5,VAPOR DIFFUSION,HEPES,-1.0,M,VAPOR DIFFUSION [SEP] HEPES,11,923,0.3102137726278073,-0.18997226781253213,-0.6995150952745157,-0.6954483799536137
6S25,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.14,42.56,"PEG6000
10% ETHYLENE GLYCOL
0.2M LITHIUM CHLORIDE",20%,7.5,"VAPOR DIFFUSION, SITTING DROP",PEG6000 10% ETHYLENE GLYCOL 0.2M LITHIUM CHLORIDE,0.3010299956639812,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG6000 10% ETHYLENE GLYCOL 0.2M LITHIUM CHLORIDE",13,1635,-2.3772723294572438,0.47847817509482904,-0.3251522238420471,-0.21539170798641494
6ABN,"VAPOR DIFFUSION, HANGING DROP",292.0,4.6,1.97,37.58,SODIUM ACETATE,0.1 M,4.6,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.11884479322237378,-1.4995894620800163,-0.8554996250380443,-0.8831800393821267
6E5F,"VAPOR DIFFUSION, HANGING DROP",295.0,6.5,2.0,38.56,SODIUM CITRATE,0.1 M,6.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,0.6180682177582972,-0.20361411358615206,-0.7619089071799271,-0.7517678777821669
6H5C,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.16,43.09,PEG 2000 MME,24%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG 2000 MME,0.38021124171160603,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 2000 MME",13,1426,0.28525260140101494,0.1374320307543385,-0.2627584119366357,-0.14432186548847764
6H5D,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.02,39.07,PEG 2000 MME,26%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG 2000 MME,0.414973347970818,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 2000 MME",13,1426,0.28525260140101494,0.1374320307543385,-0.6995150952745157,-0.6833799161332088
6H5G,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.06,40.24,PEG 2000 MME,26%,7.0,"VAPOR DIFFUSION, SITTING DROP",PEG 2000 MME,0.414973347970818,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 2000 MME",13,1426,0.28525260140101494,0.1374320307543385,-0.5747274714636929,-0.5264898864679511
6H5J,"VAPOR DIFFUSION, SITTING DROP",293.0,5.6,2.04,39.82,PEG 4000,24%,5.6,"VAPOR DIFFUSION, SITTING DROP",PEG 4000,0.38021124171160603,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 4000",13,1478,0.28525260140101494,-0.8174971733990353,-0.6371212833691042,-0.5828093842965053
6H3Q,VAPOR DIFFUSION,296.0,8.0,2.09,41.13,SODIUM CITRATE,1.5 M,8.0,VAPOR DIFFUSION,SODIUM CITRATE,0.17609125905568124,M,VAPOR DIFFUSION [SEP] SODIUM CITRATE,11,2047,0.7844760259369384,0.8195243194353196,-0.4811367536055764,-0.40714618868839625
6ICG,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.5,50.88,SODIUM CHLORIDE,0.1 M,7.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM CHLORIDE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CHLORIDE",12,2038,0.28525260140101494,0.47847817509482904,0.7979363904553574,0.9002707251887493
6N0X,"VAPOR DIFFUSION, HANGING DROP",277.0,4.5,2.64,53.34,ACETIC ACID,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",ACETIC ACID,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] ACETIC ACID",12,457,-2.3772723294572438,-1.5677986909481143,1.2346930737932373,1.2301420696131369
6OS6,"VAPOR DIFFUSION, SITTING DROP",294.0,6.050000000000001,2.62,53.13,TRYPTONE,1% (w/v),6.050000000000001,"VAPOR DIFFUSION, SITTING DROP",TRYPTONE,-1.0,%,"VAPOR DIFFUSION, SITTING DROP [SEP] TRYPTONE",13,2277,0.4516604095796561,-0.5105556434925931,1.1722992618878258,1.2019823206988598
6PNV,"VAPOR DIFFUSION, SITTING DROP",295.0,7.5,2.14,42.45,PROTEIN: 5.2 MG/ML,,7.5,"VAPOR DIFFUSION, SITTING DROP",PROTEIN: 5.2 MG ML,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] PROTEIN: 5.2 MG ML",13,1902,0.6180682177582972,0.47847817509482904,-0.3251522238420471,-0.23014205265579804
6C9O,"VAPOR DIFFUSION, HANGING DROP",283.15,4.5,1.96,37.11,MPD,46%,4.5,"VAPOR DIFFUSION, HANGING DROP",MPD,0.6627578316815741,%,"VAPOR DIFFUSION, HANGING DROP [SEP] MPD",12,1251,-1.3538643091586042,-1.5677986909481143,-0.88669653099075,-0.9462042393331274
6CHE,"VAPOR DIFFUSION, HANGING DROP",283.15,4.9,1.85,33.35,"MPD
20% IPA
25 MM SODIUM ACETATE",49%,4.9,"VAPOR DIFFUSION, HANGING DROP",MPD 20% IPA 25 MM SODIUM ACETATE,0.6901960800285137,%,"VAPOR DIFFUSION, HANGING DROP [SEP] MPD 20% IPA 25 MM SODIUM ACETATE",12,1254,-1.3538643091586042,-1.2949617754757214,-1.2298624964705123,-1.450397838941134
6CNE,"VAPOR DIFFUSION, HANGING DROP",283.15,4.9,1.99,38.04,"MPD
20% IPA
25 MM SODIUM ACETATE",47%,4.9,"VAPOR DIFFUSION, HANGING DROP",MPD 20% IPA 25 MM SODIUM ACETATE,0.6720978579357175,%,"VAPOR DIFFUSION, HANGING DROP [SEP] MPD 20% IPA 25 MM SODIUM ACETATE",12,1254,-1.3538643091586042,-1.2949617754757214,-0.7931058131326328,-0.8214967798556151
6CPZ,"VAPOR DIFFUSION, HANGING DROP",283.15,4.7,1.99,38.32,"MPD
20% IPA
25 MM SODIUM ACETATE BUFFER",48%,4.7,"VAPOR DIFFUSION, HANGING DROP",MPD 20% IPA 25 MM SODIUM ACETATE BUFFER,0.6812412373755872,%,"VAPOR DIFFUSION, HANGING DROP [SEP] MPD 20% IPA 25 MM SODIUM ACETATE BUFFER",12,1255,-1.3538643091586042,-1.4313802332119179,-0.7931058131326328,-0.7839504479699123
6CTE,"VAPOR DIFFUSION, HANGING DROP",283.15,4.7,2.0,38.47,"MPD
20% IPA
25 MM SODIUM ACETATE",49%,4.7,"VAPOR DIFFUSION, HANGING DROP",MPD 20% IPA 25 MM SODIUM ACETATE,0.6901960800285137,%,"VAPOR DIFFUSION, HANGING DROP [SEP] MPD 20% IPA 25 MM SODIUM ACETATE",12,1254,-1.3538643091586042,-1.4313802332119179,-0.7619089071799271,-0.7638363416025719
6DZ4,"VAPOR DIFFUSION, SITTING DROP",297.0,7.8,2.54,51.48,BICINE-NAOH,50mM,7.8,"VAPOR DIFFUSION, SITTING DROP",BICINE-NAOH,-1.3010299956639813,MM,"VAPOR DIFFUSION, SITTING DROP [SEP] BICINE-NAOH",13,624,0.9508838341155795,0.6831058616991232,0.9227240142661802,0.9807271506581113
6E1F,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.7,27.75,BIS-TRIS,0.1 M,6.5,"VAPOR DIFFUSION, SITTING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] BIS-TRIS",13,629,0.28525260140101494,-0.20361411358615206,-1.697816085761098,-2.201324476655187
6E1X,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.54,51.57,MAGNESIUM CHLORIDE,0.01 M,8.5,"VAPOR DIFFUSION, SITTING DROP",MAGNESIUM CHLORIDE,-2.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MAGNESIUM CHLORIDE",13,1090,-0.04756301495626737,1.16057046377581,0.9227240142661802,0.9927956144785162
6E7E,"VAPOR DIFFUSION, HANGING DROP",295.0,8.0,1.94,36.47,SODIUM ACETATE TRIHYDRATE,0.2 M,8.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE TRIHYDRATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE TRIHYDRATE",12,2019,0.6180682177582972,0.8195243194353196,-0.9490903428961615,-1.032024426500448
6I6V,VAPOR DIFFUSION,293.15,6.26,2.19,43.92,15.00 %W/V PEG 3350,,6.26,VAPOR DIFFUSION,15.00 %W V PEG 3350,-0.6989700043360187,UNKNOWN,VAPOR DIFFUSION [SEP] 15.00 %W V PEG 3350,11,211,0.3102137726278073,-0.3673162628695877,-0.1691676940785192,-0.033023810255859334
6KBX,EVAPORATION,293.0,6.2,1.94,36.67,SODIUM FORMATE,0.2 M,6.2,EVAPORATION,SODIUM FORMATE,-0.6989700043360187,M,EVAPORATION [SEP] SODIUM FORMATE,2,2080,0.28525260140101494,-0.40824180019044626,-0.9490903428961615,-1.0052056180106599
6N0K,"VAPOR DIFFUSION, HANGING DROP",295.0,6.9,2.27,45.91,HEPES,0.1 M,7.5,"VAPOR DIFFUSION, HANGING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] HEPES",12,923,0.6180682177582972,0.06922280188624062,0.08040755354312654,0.2338233342175266
6NZT,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.28,45.98,8-12% PEG 3350,,6.5,"VAPOR DIFFUSION, SITTING DROP",8-12% PEG 3350,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] 8-12% PEG 3350",13,431,0.28525260140101494,-0.20361411358615206,0.11160445949583156,0.2432099171889523
6OFK,"VAPOR DIFFUSION, HANGING DROP",295.0,6.3,1.91,35.51,AMMONIUM ACETATE,0.15 M,6.3,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM ACETATE,-0.8239087409443188,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM ACETATE",12,482,0.6180682177582972,-0.3400325713223484,-1.0426810607542787,-1.1607547072514284
6OFL,"VAPOR DIFFUSION, SITTING DROP",295.0,6.3,1.91,35.59,AMMONIUM ACETATE,0.15 M,6.3,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM ACETATE,-0.8239087409443188,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM ACETATE",13,482,0.6180682177582972,-0.3400325713223484,-1.0426810607542787,-1.1500271838555127
6OFM,"VAPOR DIFFUSION, HANGING DROP",295.0,4.9799999999999995,1.85,33.62,AMMONIUM ACETATE,0.15 M,4.9799999999999995,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM ACETATE,-0.8239087409443188,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM ACETATE",12,482,0.6180682177582972,-1.2403943923812437,-1.2298624964705123,-1.4141924474799212
6P28,"VAPOR DIFFUSION, SITTING DROP",293.0,7.239999999999999,2.09,41.06,PEG20000 MME,25%,7.239999999999999,"VAPOR DIFFUSION, SITTING DROP",PEG20000 MME,0.3979400086720376,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG20000 MME",13,1571,0.28525260140101494,0.3011341800377735,-0.4811367536055764,-0.41653277165982194
6QLN,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.16,43.0,PEG 4000,30%,7.5,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.47847817509482904,-0.2627584119366357,-0.15639032930888253
6QLO,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.13,42.3,PEG 4000,20%,7.5,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.3010299956639812,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.47847817509482904,-0.3563491297947535,-0.2502561590231395
6QLP,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.07,40.5,PEG 4000,30%,7.5,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.47847817509482904,-0.5435305655109878,-0.4916254354312275
6QLQ,"VAPOR DIFFUSION, HANGING DROP",298.0,7.040000000000001,2.09,41.3,PEG 4000,30%,7.040000000000001,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.16471572230157835,-0.4811367536055764,-0.3843502014720775
6QLR,"VAPOR DIFFUSION, HANGING DROP",298.0,7.94,2.15,42.8,PEG 4000,30%,7.94,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.778598782114461,-0.2939553178893421,-0.1832091377986705
6QLS,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5200000000000005,2.17,43.4,PEG 4000,30%,6.5200000000000005,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,-0.18997226781253213,-0.23156150598393063,-0.10275271232930751
6QLT,"VAPOR DIFFUSION, HANGING DROP",298.0,6.94,2.09,41.2,PEG 4000,30%,6.94,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.09650649343347989,-0.4811367536055764,-0.39775960571697055
6QLU,"VAPOR DIFFUSION, HANGING DROP",298.0,7.140000000000001,2.16,43.0,PEG 4000,30%,7.140000000000001,"VAPOR DIFFUSION, HANGING DROP",PEG 4000,0.47712125471966244,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000",12,1478,1.1172916422942207,0.23292495116967624,-0.2627584119366357,-0.15639032930888253
6QTO,"VAPOR DIFFUSION, HANGING DROP",298.15,5.3999999999999995,1.85,33.63,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,5 mg/mL,7.4,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES",12,1373,1.142252813521013,-0.9539156311352316,-1.2298624964705123,-1.4128515070554313
6QTQ,"VAPOR DIFFUSION, HANGING DROP",298.15,5.44,1.96,37.1,OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,5 mg/mL,7.4,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES",12,1373,1.142252813521013,-0.9266319395879917,-0.88669653099075,-0.9475451797576165
6QTR,"VAPOR DIFFUSION, HANGING DROP",298.15,7.2,1.9,35.37,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,5 mg/mL,7.4,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES",12,1373,1.142252813521013,0.27385048849053484,-1.0738779667069842,-1.1795278731942798
6QTS,"VAPOR DIFFUSION, HANGING DROP",298.15,6.5,1.94,36.62,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,5 mg/mL,7.4,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 2 M (NH4)2SO4 AND 0.1 M HEPES",12,1373,1.142252813521013,-0.20361411358615206,-0.9490903428961615,-1.0119103201331072
6QTU,"VAPOR DIFFUSION, HANGING DROP",298.15,6.3,1.93,36.24,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,5 mg/mL,7.5,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE",12,1372,1.142252813521013,-0.3400325713223484,-0.9802872488488672,-1.0628660562637031
6QTV,"VAPOR DIFFUSION, HANGING DROP",298.15,5.14,1.96,37.17,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,5 mg/mL,7.5,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE",12,1372,1.142252813521013,-1.1312596261922865,-0.88669653099075,-0.9381585967861908
6QTW,"VAPOR DIFFUSION, HANGING DROP",298.15,5.83,1.98,37.86,OF COP1  SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V/V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,5 mg/mL,7.5,"VAPOR DIFFUSION, HANGING DROP",OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE,-4.301029995663981,MG,"VAPOR DIFFUSION, HANGING DROP [SEP] OF COP1 SUPPLEMENTED WITH 3 TO 10 FOLD MOLAR EXCESS IN PEPTIDE WAS MIXED WITH TWO-FOLD (V V) MORE MOTHER LIQUOR (1:2 RATIO; PROTEIN:BUFFER) CONTAINING 1.25 M SODIUM MALONATE",12,1372,1.142252813521013,-0.6606159470024093,-0.8243027190853386,-0.845633707496424
6QVH,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.52,51.11,BETWEEN AND 10-15 MG/ML OF PROTEIN MIXED WITH 1.5 M AMMONIUM SULFATE,,6.0,"VAPOR DIFFUSION, HANGING DROP",BETWEEN AND 10-15 MG ML OF PROTEIN MIXED WITH 1.5 M AMMONIUM SULFATE,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] BETWEEN AND 10-15 MG ML OF PROTEIN MIXED WITH 1.5 M AMMONIUM SULFATE",12,612,0.28525260140101494,-0.5446602579266426,0.8603302023607687,0.9311123549520046
6QYB,"VAPOR DIFFUSION, HANGING DROP",293.0,6.779999999999999,2.65,53.63,AMMONIUM SULFATE,1.5 M,6.779999999999999,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.17609125905568124,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,-0.012628272755477787,1.2658899797459424,1.2690293419233287
6R01,"VAPOR DIFFUSION, HANGING DROP",298.0,6.720000000000001,2.65,53.65,AMMONIUM SULFATE,1.6 M,6.720000000000001,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,1.1172916422942207,-0.05355381007633578,1.2658899797459424,1.271711222772307
6AIS,"VAPOR DIFFUSION, HANGING DROP",292.0,7.2,2.24,45.2,W/V PEG400,45%,7.2,"VAPOR DIFFUSION, HANGING DROP",W V PEG400,0.6532125137753437,%,"VAPOR DIFFUSION, HANGING DROP [SEP] W V PEG400",12,2348,0.11884479322237378,0.27385048849053484,-0.013183164314989919,0.13861656407878145
6CNG,"VAPOR DIFFUSION, SITTING DROP",291.0,4.6,2.58,52.4,NA ACETATE,0.1M,4.6,"VAPOR DIFFUSION, SITTING DROP",NA ACETATE,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NA ACETATE",13,1272,-0.04756301495626737,-1.4995894620800163,1.047511638077003,1.1040936697111345
6DWQ,"VAPOR DIFFUSION, SITTING DROP",298.0,5.84,2.99,58.91,PEG 3350,26%,5.84,"VAPOR DIFFUSION, SITTING DROP",PEG 3350,0.414973347970818,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG 3350",13,1441,1.1172916422942207,-0.6537950241155996,2.3265847821379366,1.9770458860537206
6DWR,"VAPOR DIFFUSION, SITTING DROP",298.0,7.5,1.95,36.85,PEG8000,22%,7.5,"VAPOR DIFFUSION, SITTING DROP",PEG8000,0.3424226808222063,%,"VAPOR DIFFUSION, SITTING DROP [SEP] PEG8000",13,1641,1.1172916422942207,0.47847817509482904,-0.9178934369434557,-0.981068690369851
6GV0,VAPOR DIFFUSION,293.0,6.92,1.96,37.0,0.2-0.4M MG-FORMATE 0.1M BISTRIS BUFFER,,6.92,VAPOR DIFFUSION,0.2-0.4M MG-FORMATE 0.1M BISTRIS BUFFER,-0.6989700043360187,UNKNOWN,VAPOR DIFFUSION [SEP] 0.2-0.4M MG-FORMATE 0.1M BISTRIS BUFFER,11,78,0.28525260140101494,0.08286464765985996,-0.88669653099075,-0.9609545840025105
6ICS,"VAPOR DIFFUSION, HANGING DROP",292.0,7.0,2.22,44.63,W/V PEG 400,40%,7.0,"VAPOR DIFFUSION, HANGING DROP",W V PEG 400,0.6020599913279624,%,"VAPOR DIFFUSION, HANGING DROP [SEP] W V PEG 400",12,2333,0.11884479322237378,0.1374320307543385,-0.07557697622040135,0.06218295988288676
6M80,"VAPOR DIFFUSION, SITTING DROP",277.0,7.6,1.79,31.32,TRIS-HCL,0.1 M,7.6,"VAPOR DIFFUSION, SITTING DROP",TRIS-HCL,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] TRIS-HCL",13,2254,-2.3772723294572438,0.5466874039629269,-1.4170439321867465,-1.7226087451124783
