Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Temp_pH_interaction,Matthews_Solvent_interaction,pH_diff,Solvent_Matthews_ratio,Temp_Category,pH_Category
7AQE,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,1.94,36.73,PEG1500,2.5,7.5,2182.5,71.25619999999999,0.0,18.932979931453644,Medium,Neutral
7AT0,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.16,43.1,3,1.4631532739982722,5.0,1455.0,93.096,0.0,19.95369446588219,Medium,Acidic
7AT2,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.17,43.45,SODIUM FORMATE + 0.1M CITRATE,3.2,5.0,1455.0,94.2865,0.0,20.023032247450576,Medium,Acidic
7AT3,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.55,SODIUM FORMATE + 0.1M CITRATE,3.2,5.0,1455.0,94.93900000000001,0.0,19.977055056396757,Medium,Acidic
7ATD,"VAPOR DIFFUSION, SITTING DROP",291.0,6.857142857142857,2.17,43.19,SODIUM FORMATE + 0.1M CITRATE,3.2,5.0,1995.4285714285713,93.72229999999999,1.8571428571428568,19.903216634462378,Medium,Neutral
7ATF,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.17,43.35,SODIUM FORMATE + 0.1M CITRATE,3.2,5.0,1455.0,94.0695,0.0,19.976949319378193,Medium,Acidic
7BBO,"VAPOR DIFFUSION, SITTING DROP",277.0,7.5,2.04,39.72,PEG6000 -- 10% ETHYLENE GLYCOL -- 0.1M TRIS,2.0,7.5,2077.5,81.0288,0.0,19.470578690892797,Low,Neutral
7K3K,"VAPOR DIFFUSION, SITTING DROP",293.0,6.1571428571428575,2.53,51.44,NH4AC,0.1,6.1571428571428575,1804.0428571428572,130.14319999999998,0.0,20.33200777390997,Medium,Neutral
7K9B,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.83,32.81,TRIS-HCL (,0.05,8.5,2482.0,60.042300000000004,0.0,17.928951951392378,Medium,Basic
7K9C,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.82,32.56,TRIS-HCL (,0.05,8.5,2482.0,59.25920000000001,0.0,17.890100060384583,Medium,Basic
7L7X,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.55,51.69,18-22% PEG-8000,1.31445426881072,8.0,2344.0,131.80949999999999,0.0,20.270580286046947,Medium,Neutral
7L7Y,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.46,50.0,23-26% MPD,1.3523939593945133,7.5,2197.5,123.0,0.0,20.325194989758135,Medium,Neutral
7L81,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.53,51.33,23-26 % MPD,1.3259101092211596,7.5,2197.5,129.86489999999998,0.0,20.288529530225482,Medium,Neutral
7L82,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.54,51.62,23-26% MPD,1.320141900528271,7.5,2197.5,131.1148,0.0,20.322826644556436,Medium,Neutral
6LZB,"VAPOR DIFFUSION, HANGING DROP",298.0,6.2,2.42,49.13,BISTRIS PH-6.2,0.1,6.2,1847.6000000000001,118.8946,0.0,20.301644503452685,High,Neutral
6LZC,"VAPOR DIFFUSION, HANGING DROP",298.0,6.2,2.42,49.12,BISTRIS PH-6.2,0.1,6.2,1847.6000000000001,118.87039999999999,0.0,20.297512273755256,High,Neutral
6W92,"VAPOR DIFFUSION, HANGING DROP",295.0,5.75,1.93,36.35,BIS-TRIS,0.1,5.75,1696.25,70.1555,0.0,18.83418713254553,Medium,Acidic
6WKA,"VAPOR DIFFUSION, SITTING DROP",281.0,5.352272318150472,2.09,41.06,7.5 MG/ML PROTEIN WITH 2.7 M AMMONIUM SULFATE,1.260757293138858,5.352272318150472,1503.9885214002827,85.8154,0.0,19.645923614390615,Medium,Acidic
6Y0U,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.37,48.01,AMMONIUM SULFATE,1.5,8.5,2473.5,113.7837,0.0,20.257375418828936,Medium,Basic
6Y1P,"VAPOR DIFFUSION, HANGING DROP",291.0,5.0,2.16,43.16,DI-AMMONIUMHYDROGEN CITRATE,0.05,5.0,1455.0,93.2256,0.0,19.981472230799888,Medium,Acidic
6ZM9,"VAPOR DIFFUSION, SITTING DROP",293.0,6.771428571428571,2.35,47.7,AMMONIUM PHOSPHATE,0.6,6.771428571428571,1984.0285714285715,112.09500000000001,0.0,20.29786370303672,Medium,Neutral
6ZMG,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,2.35,47.8,AMMONIUM PHOSPHATE,0.6,7.699999999999999,2256.1,112.33,0.0,20.34041687641835,Medium,Neutral
7A5Z,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,1.9,35.32,MAGNESIUM CHLORIDE,0.2,7.0,2086.0,67.108,0.0,18.58946390028216,High,Neutral
7A60,"VAPOR DIFFUSION, SITTING DROP",292.0,6.500021103000081,2.02,39.23,PEG3350,2.8000000000000003,6.500021103000081,1898.0061620760237,79.24459999999999,0.0,19.420782464959174,Medium,Neutral
7A61,"VAPOR DIFFUSION, SITTING DROP",294.0,6.747083568252173,2.2,44.14,AMMONIUM SULPHATE,2.0,6.747083568252173,1983.642569066139,97.108,0.0,20.063627243805797,Medium,Neutral
7BE1,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.94,SODIUM ACETATE,0.1,4.5,1318.5,78.26939999999999,0.0,19.373124689987716,Medium,Acidic
7BEB,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.82,SODIUM ACETATE,0.1,4.5,1318.5,78.0282,0.0,19.313423227152626,Medium,Acidic
7JGW,"VAPOR DIFFUSION, SITTING DROP",293.0,7.7,2.04,39.67,SODIUM ACETATE (,0.1,5.0,2256.1,80.9268,2.7,19.446068898985832,Medium,Neutral
7KHL,EVAPORATION,291.0,8.0,1.88,34.72,W/V PEG 4K,1.4000000000000001,8.0,2328.0,65.27359999999999,0.0,18.46807528293868,Medium,Neutral
7NFV,VAPOR DIFFUSION,277.0,8.071428571428571,3.68,66.0,"NAH2PO4/1.0MKH2PO4
100MM TRIS_HCL PH=7.5",1.0,8.071428571428571,2235.785714285714,242.88000000000002,0.0,17.934777735114743,Low,Basic
5S8R,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.86,PEG 8000,2.0,5.6,1551.1999999999998,49.9278,0.0,16.682071282039722,Low,Acidic
5S8S,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.9,PEG 8000,2.0,5.6,1551.1999999999998,49.997,0.0,16.705192655958,Low,Acidic
5S8T,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.84,PEG 8000,2.0,5.6,1551.1999999999998,49.8932,0.0,16.670510595080582,Low,Acidic
5S8U,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.85,PEG 8000,2.0,5.6,1551.1999999999998,49.9105,0.0,16.676290938560154,Low,Acidic
5S8V,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.75,29.61,PEG 8000,2.0,5.6,1551.1999999999998,51.817499999999995,0.0,16.919990331434096,Low,Acidic
5S8W,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.91,PEG 8000,2.0,5.6,1551.1999999999998,50.0143,0.0,16.710972999437573,Low,Acidic
5S8X,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.09,PEG 8000,2.0,5.6,1551.1999999999998,48.033899999999996,0.0,16.42689097842633,Low,Acidic
5S8Y,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.72,28.48,PEG 8000,2.0,5.6,1551.1999999999998,48.9856,0.0,16.558129908064007,Low,Acidic
5S8Z,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.72,28.58,PEG 8000,2.0,5.6,1551.1999999999998,49.157599999999995,0.0,16.616269409145694,Low,Acidic
5S90,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.74,29.19,PEG 8000,2.0,5.6,1551.1999999999998,50.790600000000005,0.0,16.77585242767102,Low,Acidic
5S91,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.69,27.32,PEG 8000,2.0,5.6,1551.1999999999998,46.1708,0.0,16.165670907887037,Low,Acidic
5S92,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.72,28.41,PEG 8000,2.0,5.6,1551.1999999999998,48.8652,0.0,16.51743225730683,Low,Acidic
5S93,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.12,PEG 8000,2.0,5.6,1551.1999999999998,48.0852,0.0,16.444434827815893,Low,Acidic
5S94,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.1,PEG 8000,2.0,5.6,1551.1999999999998,48.051,0.0,16.43273892822285,Low,Acidic
5S95,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,27.97,PEG 8000,2.0,5.6,1551.1999999999998,47.8287,0.0,16.35671558086808,Low,Acidic
5S96,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.69,27.27,PEG 8000,2.0,5.6,1551.1999999999998,46.0863,0.0,16.136085126576848,Low,Acidic
5S97,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.72,28.67,PEG 8000,2.0,5.6,1551.1999999999998,49.312400000000004,0.0,16.66859496011921,Low,Acidic
5S98,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.69,27.17,PEG 8000,2.0,5.6,1551.1999999999998,45.917300000000004,0.0,16.076913563956474,Low,Acidic
5S99,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.08,PEG 8000,2.0,5.6,1551.1999999999998,48.016799999999996,0.0,16.421043028629807,Low,Acidic
5S9A,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,27.89,PEG 8000,2.0,5.6,1551.1999999999998,47.6919,0.0,16.309931982495918,Low,Acidic
5S9B,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,27.95,PEG 8000,2.0,5.6,1551.1999999999998,47.7945,0.0,16.34501968127504,Low,Acidic
5S9C,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.73,28.77,PEG 8000,2.0,5.6,1551.1999999999998,49.7721,0.0,16.63004819072359,Low,Acidic
5S9D,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.17,PEG 8000,2.0,5.6,1551.1999999999998,48.170700000000004,0.0,16.473674576798494,Low,Acidic
5S9E,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.71,28.19,PEG 8000,2.0,5.6,1551.1999999999998,48.2049,0.0,16.485370476391537,Low,Acidic
5S9G,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.69,27.17,PEG 8000,2.0,5.6,1551.1999999999998,45.917300000000004,0.0,16.076913563956474,Low,Acidic
5S9J,"VAPOR DIFFUSION, SITTING DROP",277.0,5.6,1.7,27.51,PEG 8000,2.0,5.6,1551.1999999999998,46.767,0.0,16.18234342215093,Low,Acidic
6LXU,"VAPOR DIFFUSION, HANGING DROP",293.0,6.328571428571428,2.6,53.0,2-METHYL-2,4.1,6.328571428571428,1854.2714285714285,137.8,0.0,20.384607544381712,Medium,Neutral
6Q32,"VAPOR DIFFUSION, SITTING DROP",294.0,6.5,2.69,54.27,MES,0.1,6.5,1911.0,145.9863,0.0,20.174713689697512,Medium,Neutral
6VUN,"VAPOR DIFFUSION, HANGING DROP",293.0,7.06094410739053,2.5,50.71,V/V PROPANOL,1.4000000000000001,7.06094410739053,2068.8566234654254,126.775,0.0,20.283991886403246,Medium,Neutral
6VUO,"VAPOR DIFFUSION, HANGING DROP",293.0,5.7,2.37,48.13,PEG 1000,1.4000000000000001,5.7,1670.1000000000001,114.06810000000002,0.0,20.308008308857254,Medium,Acidic
6VUP,VAPOR DIFFUSION,293.0,5.4,2.13,42.36,V/V 2-PROPANOL,0.6,5.4,1582.2,90.2268,0.0,19.88731460689455,Medium,Acidic
6XDS,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.84,56.76,BISTRIS,0.1,5.5,1600.5,161.1984,0.0,19.985908455666035,Medium,Acidic
6Y02,"VAPOR DIFFUSION, HANGING DROP",277.0,7.5,2.86,57.05,SODIUM DIHYDROGEN PHOSPHATE,0.02,7.5,2077.5,163.16299999999998,0.0,19.947545472886198,Low,Neutral
6Y0T,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.18,43.57,KCL,0.08,6.0,1758.0,94.9826,0.0,19.98622936411497,Medium,Acidic
6Y0Y,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.98,38.02,MGCL2,0.005,7.0,2051.0,75.2796,0.0,19.2020105040351,Medium,Neutral
6Y13,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5,1.44,38.76,AMMONIUM SULFATE,1.6,6.5,1891.5,55.81439999999999,0.0,26.91664797455002,Medium,Neutral
6Y14,"VAPOR DIFFUSION, HANGING DROP",291.0,5.6,2.88,45.06,SODIUM CITRATE TRIBASIC DIHYDRATE,0.1,5.6,1629.6,129.7728,0.0,15.645827900754202,Medium,Acidic
7A7L,"VAPOR DIFFUSION, SITTING DROP",293.0,6.4,2.15,42.77,"(NH4)2SO4
200 MM K/NA-TARTRATE
100 MM CITRATE",2.0,5.0,1875.2,91.9555,1.4000000000000004,19.893014003249302,Medium,Neutral
7A7N,"VAPOR DIFFUSION, SITTING DROP",293.0,6.328571428571428,1.99,38.29,MMT,0.1,5.0,1854.2714285714285,76.19709999999999,1.3285714285714283,19.24119636120786,Medium,Neutral
7A7P,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.99,38.3,"PEG 4000
140 MM MG(NO3)2",2.2,6.5,1904.5,76.217,0.0,19.246221484310812,Medium,Neutral
7A7W,"VAPOR DIFFUSION, SITTING DROP",293.0,7.425000000000001,1.99,38.05,"NH4HCO2
20 % PEG 4000",0.2,7.425000000000001,2175.525,75.7195,0.0,19.12059340673698,Medium,Neutral
7A7Y,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.88,34.64,"KNO3
20 % PEG 3350",0.2,6.5,1904.5,65.1232,0.0,18.425522114083986,Medium,Neutral
7A7Z,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.7,54.43,"(LI)2SO4
100 MM TRIS",0.2,8.5,1904.5,146.961,-2.0,20.159251792869703,Medium,Neutral
7ASB,"VAPOR DIFFUSION, SITTING DROP",295.0,6.5,2.93,57.99,MES 6.5 PH,0.1,6.5,1917.5,169.91070000000002,0.0,19.791802118838866,Medium,Neutral
7BNG,COUNTER-DIFFUSION,293.0,6.5,2.3,46.59,AMMONIUM SULFATE,0.2,6.5,1904.5,107.157,0.0,20.2565129319509,Medium,Neutral
7BNH,COUNTER-DIFFUSION,293.0,6.5,2.21,44.37,AMMONIUM SULFATE,0.2,6.5,1904.5,98.0577,0.0,20.076913992346608,Medium,Neutral
7BNI,COUNTER-DIFFUSION,293.0,6.5,2.29,46.27,AMMONIUM SULFATE,0.2,6.5,1904.5,105.95830000000001,0.0,20.205231351427358,Medium,Neutral
7NFW,"VAPOR DIFFUSION, SITTING DROP",277.0,7.0,2.24,45.06,GLYCEROL,0.5,7.0,1939.0,100.93440000000001,0.0,20.116062448186405,Low,Neutral
6SMS,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.79,55.87,MGCL2,0.2,6.0,1758.0,155.8773,0.0,20.025082428285867,Medium,Acidic
6VRD,"VAPOR DIFFUSION, SITTING DROP",293.0,6.171428571428572,2.1514285714285717,43.04571428571429,AMMONIUM SULPHATE,0.8,6.171428571428572,1808.2285714285715,92.60977959183676,0.0,20.00795882764198,Medium,Neutral
6WX5,"VAPOR DIFFUSION, HANGING DROP",291.0,4.7,2.01,38.91,SODIUM ACETATE,0.1,4.7,1367.7,78.20909999999998,0.0,19.358199324278942,Medium,Acidic
6XXX,"VAPOR DIFFUSION, HANGING DROP",293.0,6.3,1.87,34.06,SODIUM ACETATE TRIHYDRATE,0.1,4.0,1845.8999999999999,63.69220000000001,2.3,18.21389400326524,Medium,Neutral
6XYF,"VAPOR DIFFUSION, HANGING DROP",298.0,7.285714285714286,1.82,32.57,"BIS TRIS PROPANE
100 MM NA/K PHOSPHATE
30 % PEG 3350",0.1,7.285714285714286,2171.142857142857,59.2774,0.0,17.89559456286013,High,Neutral
6YOJ,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.06,40.28,PEG 3350,1.6,6.5,1904.5,82.97680000000001,0.0,19.55338856631623,Medium,Neutral
6YQC,"VAPOR DIFFUSION, SITTING DROP",293.0,7.857142857142857,2.14,42.61,SODIUM CITRATE,0.1,5.6,2302.142857142857,91.1854,2.257142857142857,19.91120564896932,Medium,Neutral
7AVC,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,2.88,57.35,GLYCEROL,1.0,7.6,2226.7999999999997,165.168,0.0,19.91318753014322,Medium,Neutral
7D5D,"VAPOR DIFFUSION, SITTING DROP",297.0,6.0,1.87,34.07,SODIUM CACODYLATE TRIHYDRATE,0.04,6.0,1782.0,63.7109,0.0,18.219241593988453,High,Acidic
7D5E,"VAPOR DIFFUSION, SITTING DROP",297.0,7.0,1.79,31.43,POTASSIUM CHLORIDE,0.08,7.0,2079.0,56.2597,0.0,17.55864940857575,High,Neutral
7DAY,"VAPOR DIFFUSION, HANGING DROP",293.0,6.4,2.17,43.29,PPG400 IN 80 MM BIS-TRIS,3.4000000000000004,6.4,1875.2,93.93929999999999,0.0,19.94929956253476,Medium,Neutral
7DB2,"VAPOR DIFFUSION, HANGING DROP",293.0,6.985714285714286,2.15,42.67,PPG400 IN 80MM BIS-TRIS,3.4000000000000004,6.985714285714286,2046.8142857142857,91.7405,0.0,19.84650239697563,Medium,Neutral
7LHJ,"VAPOR DIFFUSION, HANGING DROP",298.0,4.0,2.07,40.56,PEG 4000,3.0,4.0,1192.0,83.9592,0.0,19.594193432756796,High,Acidic
6LUJ,VAPOR DIFFUSION,293.0,5.714285714285714,3.37,63.47,AMMONIUM SULFATESULPHATE,2.1,5.714285714285714,1674.2857142857142,213.8939,0.0,18.833822304503766,Medium,Acidic
6VNT,"VAPOR DIFFUSION, SITTING DROP",293.0,7.8,2.56,51.99,BICINE-NAOH,0.05,7.8,2285.4,133.0944,0.0,20.308585816958665,Medium,Neutral
6VOZ,"VAPOR DIFFUSION, SITTING DROP",298.0,4.0,2.31,46.82,AMMONIUM SULFATE,2.0,4.0,1192.0,108.1542,0.0,20.26838949420368,High,Acidic
6VP1,"VAPOR DIFFUSION, SITTING DROP",298.0,4.0,2.31,46.82,AMMONIUM SULFATE,2.0,4.0,1192.0,108.1542,0.0,20.26838949420368,High,Acidic
6XLR,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,2.274,46.0,PEG 6000,1.0,5.5,1622.5,104.604,0.0,20.22866304808133,Medium,Acidic
6XLT,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,2.287,46.2,PEG 6000,1.0,5.5,1622.5,105.6594,0.0,20.201128027491023,Medium,Acidic
6XRH,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.5,50.86,BICINE-NA,0.05,7.8,2285.4,127.15,0.0,20.343991862403254,Medium,Neutral
6XT0,"VAPOR DIFFUSION, HANGING DROP",293.0,7.8,2.56,51.99,BICINE,0.05,7.8,2285.4,133.0944,0.0,20.308585816958665,Medium,Neutral
6XUM,"VAPOR DIFFUSION, HANGING DROP",291.0,5.0,2.16,43.05,DI-AMMONIUMHYDROGEN CITRATE,0.05,5.0,1455.0,92.988,0.0,19.93054632845077,Medium,Acidic
6XWZ,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,2.1,41.34,SOLUTION OF 1.5-1.7 M SODIUM CITRATE,1.5924196947525049,8.0,2368.0,86.81400000000001,0.0,19.68570491156909,High,Neutral
6YSB,VAPOR DIFFUSION,293.15,8.478301538754819,2.24,45.14,PEG 1000,1.25,8.478301538754819,2485.414096085975,101.1136,0.0,20.15177671795682,Medium,Basic
6YTZ,"VAPOR DIFFUSION, HANGING DROP",293.15,6.459040246823579,2.21,44.23,PEG 1000,1.25,6.459040246823579,1893.4676483563321,97.74829999999999,0.0,20.013565604721443,Medium,Neutral
6YUX,"VAPOR DIFFUSION, HANGING DROP",293.15,6.239007298259327,2.23,44.85,PEG 1000,1.25,6.239007298259327,1828.9649894847216,100.0155,0.0,20.11209860444009,Medium,Neutral
7B8H,"VAPOR DIFFUSION, SITTING DROP",293.15,6.4853516502451285,1.98,38.0,1 MICROLITER PROTEIN STOCK SOLUTION (8 MG/ML CK2ALPHA,1.603456609180812,6.4853516502451285,1901.1808362693594,75.24,0.0,19.191909499035607,Medium,Neutral
7CTR,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.07,40.63,HEPES,0.1,7.5,2197.5,84.1041,0.0,19.62800984154114,Medium,Neutral
7CTS,"VAPOR DIFFUSION, HANGING DROP",293.0,7.640000000000001,2.76,55.48,BICINE,0.1,7.640000000000001,2238.52,153.1248,0.0,20.101441992231162,Medium,Neutral
7JUB,"VAPOR DIFFUSION, HANGING DROP",295.0,6.884220842023766,2.06,40.15,PROTEIN SOLUTION: 7.5MG/ML PROTEIN IN 5MM CACL2,1.6016571732158695,6.884220842023766,2030.8451483970111,82.709,0.0,19.490281800834076,Medium,Neutral
7JUC,"VAPOR DIFFUSION, HANGING DROP",295.0,6.399961036613096,2.11,41.72,"PROTEIN SOLUTION:
6.0MG/ML PROTEIN IN 5MM CACL2",1.574585429782096,6.399961036613096,1887.9885058008633,88.02919999999999,0.0,19.772502477486977,Medium,Neutral
7JUD,"VAPOR DIFFUSION, HANGING DROP",295.0,6.718443818925952,1.92,35.8,"PROTEIN SOLUTION:
6.0MG/ML PROTEIN IN 5MM CACL2",1.6895890554658815,6.718443818925952,1981.9409265831557,68.73599999999999,0.0,18.645823621966862,Medium,Neutral
7JUE,"VAPOR DIFFUSION, HANGING DROP",295.0,7.543796772539062,2.13,42.28,PROTEIN SOLUTION: 5.0MG/ML PROTEIN IN 5MM CACL2,1.5536410439305328,7.543796772539062,2225.4200478990233,90.0564,0.0,19.849755939081717,Medium,Neutral
7JUF,"VAPOR DIFFUSION, HANGING DROP",295.0,6.260156573759388,1.89,34.8,PROTEIN SOLUTION: 6.0MG/ML PROTEIN IN 5MM CACL2,1.7134023493094421,6.260156573759388,1846.7461892590195,65.77199999999999,0.0,18.412688670535097,Medium,Neutral
7JUG,"VAPOR DIFFUSION, HANGING DROP",295.0,6.71666005474594,2.14,42.6,PROTEIN SOLUTION: 6.0MG/ML PROTEIN IN 5MM CACL2,1.5543675881941947,6.71666005474594,1981.4147161500523,91.164,0.0,19.906532753956654,Medium,Neutral
7JUH,"VAPOR DIFFUSION, HANGING DROP",295.0,7.393148619000814,1.93,36.23,PROTEIN SOLUTION: 6.0MG/ML PROTEIN IN 5MM CACL2,1.6752585734700034,7.393148619000814,2180.97884260524,69.92389999999999,0.0,18.77201099895803,Medium,Neutral
7KNL,"VAPOR DIFFUSION, SITTING DROP",298.0,4.0,2.16,42.94,AMMONIUM SULFATE,2.0,4.0,1192.0,92.7504,0.0,19.879620426101653,High,Acidic
7L3U,"VAPOR DIFFUSION, SITTING DROP",277.0,8.6,2.12,42.07,1.5-2.0 MM PROTEIN IN 20 MM TRIS SULFATE,1.1168536104438171,8.0,2382.2,89.1884,0.5999999999999996,19.844330262108365,Low,Basic
7L3Y,"VAPOR DIFFUSION, SITTING DROP",277.0,8.6,2.1,41.4,1.5-2.0 MM PROTEIN IN 20 MM TRIS SULFATE,1.1301763492023333,8.0,2382.2,86.94,0.5999999999999996,19.71427632653508,Low,Basic
7L61,"VAPOR DIFFUSION, HANGING DROP",295.0,7.086311577712261,1.92,35.88,PROTEIN SOLUTION: 6MG/ML PROTEIN IN 5 MM CACL2,1.6848478618378868,7.086311577712261,2090.4619154251172,68.8896,0.0,18.687490266932155,Medium,Neutral
7L64,"VAPOR DIFFUSION, HANGING DROP",295.0,7.2882660955344765,1.93,36.37,PROTEIN SOLUTION: 6MG/ML PROTEIN IN 5 MM CACL2,1.673378901468837,7.2882660955344765,2150.0384981826705,70.19409999999999,0.0,18.844549821476775,Medium,Neutral
7L65,"VAPOR DIFFUSION, HANGING DROP",295.0,5.2022791480798585,1.9,35.17,PROTEIN SOLUTION: 6MG/ML PROTEIN IN 5 MM CACL2,1.7151143958732122,5.2022791480798585,1534.6723486835583,66.823,0.0,18.510516573412332,Medium,Acidic
7L67,"VAPOR DIFFUSION, HANGING DROP",295.0,7.34688975823692,2.13,42.27,PROTEIN SOLUTION: 6MG/ML PROTEIN IN 5MM CACL2,1.555527405646008,7.34688975823692,2167.3324786798917,90.0351,0.0,19.845061105605115,Medium,Neutral
7L68,"VAPOR DIFFUSION, HANGING DROP",295.0,5.514078078318455,1.85,33.6,PROTEIN SOLUTION: 6MG/ML PROTEIN IN 5MM CACL2,1.7436644692312129,5.514078078318455,1626.6530331039444,62.160000000000004,0.0,18.162152344782516,Medium,Acidic
7L9Q,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.92,PEG3350,2.3000000000000003,8.6,2562.7999999999997,96.1848,0.0,20.054785363111705,High,Basic
7L9S,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.22,44.57,PEG3350,2.3000000000000003,8.6,2562.7999999999997,98.9454,0.0,20.076567533077686,High,Basic
7L9W,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.96,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.2724,0.0,20.07305019495425,High,Basic
7L9Z,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.85,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.0315,0.0,20.022821907387257,High,Basic
7LA0,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.2,43.96,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.712,0.0,19.98180909917768,High,Basic
7LA3,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.2,44.04,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.888,0.0,20.018172719012398,High,Basic
7LAV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.711670456115883,2.25,45.41,PEG 3350,2.5,7.711670456115883,2298.077795922533,102.17249999999999,0.0,20.182213252349662,High,Neutral
7LAX,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.3,46.47,PEG 3350,2.5,8.6,2562.7999999999997,106.88099999999999,0.0,20.20433904159172,High,Basic
7LB9,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.3,46.47,PEG 3350,2.5,8.6,2562.7999999999997,106.88099999999999,0.0,20.20433904159172,High,Basic
7LBH,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.92,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.1848,0.0,20.054785363111705,High,Basic
7LBI,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.96,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.2724,0.0,20.07305019495425,High,Basic
7LCX,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.19,43.96,PEG 3350,2.3000000000000003,8.6,2562.7999999999997,96.2724,0.0,20.07305019495425,High,Basic
7LD6,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.21,44.37,PEG 3350,2.5,8.6,2562.7999999999997,98.0577,0.0,20.076913992346608,High,Basic
7LD7,"VAPOR DIFFUSION, HANGING DROP",298.0,8.6,2.17,43.43,PEG 3350,2.5,8.6,2562.7999999999997,94.2431,0.0,20.013815661836098,High,Basic
