Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Component_2_Name,Component_2_Conc,Component_2_pH,Component_3_Name,Component_3_Conc,Component_3_pH,Component_4_Name,Component_4_Conc,Component_4_pH,Component_5_Name,Component_5_Conc,Component_5_pH,Component_6_Name,Component_6_Conc,Component_6_pH
7NMC,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.19,43.81,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7NMO,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.09,41.05,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7NMR,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.07,40.56,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7NMT,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.08,40.92,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7NMY,"VAPOR DIFFUSION, SITTING DROP",293.15,,1.9,35.23,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7NN5,"VAPOR DIFFUSION, SITTING DROP",293.15,,1.81,31.94,"100 NL MOTHER LIQUOR / 200 NL PROTEIN
15% GLYCEROL",,,NAACETATE,0.1 M,4.5,28-32%PEG 4000,,,NH4ACETATE,0.2 M,,,,,,,
7PR9,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.66,53.72,SODIUM CITRATE,0.1 M,5.0,PEG 6000,14% (w/v),,,,,,,,,,,,,
7PRB,"VAPOR DIFFUSION, SITTING DROP",293.0,5.0,2.61,52.89,SODIUM CITRATE,0.1 M,5.0,PEG 6000,14% (w/v),,,,,,,,,,,,,
7PSH,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.43,49.41,"AMSO4
1 M LISO4
0.1 M TRISODIUM CITRATE",0.5 M,,,,,,,,,,,,,,,,
7PSI,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.45,49.81,"AMSO4
1 M LISO4
0.1 M TRISODIUM CITRATE",0.5 M,,,,,,,,,,,,,,,,
7PSK,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.47,50.13,"AMSO4
1 M LISO4
0.1 M TRISODIUM CITRATE",0.5 M,,,,,,,,,,,,,,,,
7QXK,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7QY4,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7QYC,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7RJO,"VAPOR DIFFUSION, SITTING DROP",292.0,6.5,2.08,40.78,W/V PEG3350,25%,,AMMONIUM ACETATE,0.2 M,,BIS-TRIS,0.1 M,,,,,,,,,,
7RJP,"VAPOR DIFFUSION, SITTING DROP",292.0,6.5,2.01,38.73,W/V PEG3350,25%,,AMMONIUM ACETATE,0.2 M,,BIS-TRIS,0.1 M,,,,,,,,,,
7RJR,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.96,37.31,W/V PEG4000,30%,,SODIUM ACETATE TRIHYDRATE,0.2 M,,TRIS-HCL,0.1 M,,,,,,,,,,
7RMD,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.12,42.07,BIS-TRIS,0.1 M,,,,6.8,PEG3350,20%,,ETHYLENE GLYCOL,15%,,,,,,,
7RN2,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.11,41.8,BIS-TRIS,0.1 M,,,,6.8,PEG3350,20%,,ETHYLENE GLYCOL,15%,,,,,,,
7S9H,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.74,55.03,MALIC ACID,1.8 M,,,,7.0,,,,,,,,,,,,
7SOQ,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.99,38.17,SODIUM PHOSPHATE,0.056M,,SODIUM CACODYLATE,50mM,,PEG4000,30%,,,,,,,,,,
7SOR,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.87,34.13,SODIUM CHLORIDE,0.2M,,BIS-TRIS,0.1M,5.5,PEG3350,25%,,,,,,,,,,
7SOS,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.95,37.07,MAGNESIUM ACETATE,0.08M,,POTASSIUM PHOSPHATE,1.344M,,,,,,,,,,,,,
7SOU,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.83,32.75,BIS-TRIS,0.1 M,5.5,PEG3350,25%,,,,,,,,,,,,,
7SOV,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.62,24.21,BICINE,0.1 M,9.0,AMMONIUM SULFATE,1.6 M,,,,,,,,,,,,,
7TQO,"VAPOR DIFFUSION, HANGING DROP",291.0,,1.98,37.76,HEPES-KOH,0.1 M,7.6,PEG-8000,10%,,,,,,,,,,,,,
7V11,"VAPOR DIFFUSION, HANGING DROP",293.0,5.0,2.21,44.39,PEG 4000,24%,,NA CITRATE,100mM,5.0,,,,,,,,,,,,
7ZCN,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7ZCO,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7ZCP,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7ZCQ,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7ZCR,"VAPOR DIFFUSION, HANGING DROP",297.0,5.0,2.32,47.0,(NH4)2SO2 AND 50MM HEPES BUFFER,1.8 M,5.0,,,,,,,,,,,,,,,
7ZSE,VAPOR DIFFUSION,293.0,,,,NAAC,0.1 M,,,,4.6,NH4H2 CITRATE,1.1 M,,GLYCEROL,10%,,,,,,,
8A5F,VAPOR DIFFUSION,293.0,,2.22,44.7,BICINE,0.1 M,9.0,PEG 500 MME AND 0.1 M SODIUM CHLORIDE,30% (w/v),,,,,,,,,,,,,
7FEA,"VAPOR DIFFUSION, SITTING DROP",283.0,6.5,2.64,53.41,SODIUM MALONATE,0.2 M,,POLYETHYLENE GLYCOL 3350,20% (w/v),,BIS-TRIS PROPANE,0.1 M,6.5,,,,,,,,,
7FEK,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.14,42.61,TRIS-HCL (,0.1M,8.0,PEG 400,55%,,,,,,,,,,,,,
7FEU,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.17,43.43,TRIS-HCL (,0.1M,8.0,PEG 400,55%,,,,,,,,,,,,,
7FEZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.16,43.08,HEPES-NAOH (,0.1M,7.0,PEG 400,55%,,,,,,,,,,,,,
7FF6,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.16,43.1,MES-NAOH (,0.1M,6.5,PEG 400,45%,,,,,,,,,,,,,
7FFK,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.16,42.95,TRIS-HCL (,0.1M,8.0,PEG 400,55%,,,,,,,,,,,,,
7FFX,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.16,43.1,MES-NAOH (,0.1M,6.5,PEG 400 OR 0.1M TRIS-HCL (,55%,8.0,PEG 400,50%,,,,,,,,,,
7FG1,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,2.18,43.45,TRIS-HCL (,0.1M,8.5,PEG 400,55%,,,,,,,,,,,,,
7FG5,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.28,46.0,TRIS-HCL (,0.1M,8.5,PEG 400,55%,,,,,,,,,,,,,
7FGN,"VAPOR DIFFUSION, HANGING DROP",298.0,,1.99,38.23,BIS-TRIS,50 mM,6.5,,,,,,,,,,,,,,,
7N6F,"VAPOR DIFFUSION, HANGING DROP",290.0,,2.28,41.2,CACL2,0.4M,,10-20% PEG3350,,,,,,,,,,,,,,
7O7D,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.93,36.18,HEPES,100 mM,7.8,,,,,,,,,,,,,,,
7P59,"VAPOR DIFFUSION, HANGING DROP",295.0,,,,PEG 3350,21%,,NACL,250mM,,TRIS,100mM,,,,8.2,,,,,,
7P5B,"VAPOR DIFFUSION, HANGING DROP",295.0,,,,PEG 3350,25%,,NACL,300mM,,HEPES,100mM,,,,7.5,,,,,,
7P5D,"VAPOR DIFFUSION, HANGING DROP",295.0,,,,PEG 3350,25%,,NACL,300mM,,HEPES,100mM,,,,7.5,,,,,,
7P5R,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.81,31.92,A RACEMIC MIXTURE OF L-LACTICIN Q AND D-LACTICIN Q AT 27 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 4.0M SODIUM FORMATE PRECIPITANT CONDITION,,7.0,,,,,,,,,,,,,,,
7RKD,MICROBATCH,293.15,,1.88,34.77,MAGNESIUM FORMATE DIHYDRATE,0.1 M,,,,,,,,,,,,,,,,
7VUC,"VAPOR DIFFUSION, HANGING DROP",293.0,,3.08,60.0,TRIS,100mM,8.0,AMMONIUM SULPHATE,2.4M,,,,,,,,,,,,,
8D36,"VAPOR DIFFUSION, SITTING DROP",293.15,4.0,2.56,51.9,SODIUM CITRATE,0.1 M,,,,4.0,LITHIUM CHLORIDE,1 M,,AND 10% PEG6000,,,,,,,,
8DOR,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.4,48.86,JCSG+ D12:  16% (W/V) PEG 8000; 20% (V/V) GLYCEROL,,,K2HPO4,0.04 M,,KLPNC.20499.A.B1.PW39082 AT 30 MG/ML,,,TRAY: PLATE 12477 WELL D12 DROP 2,,,PUCK: PSL1107,,,CRYO: DIRECT,,
7BHD,"VAPOR DIFFUSION, SITTING DROP",291.0,9.0,2.65,53.66,1,,,LITHIUM SULFATE,1M,,0,,,TRIS-HCL PH=9,1M,,0,,,NICKEL CHLORIDE,01M,
7FCG,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.47,TRIS-HCL (,0.1M,8.0,PEG 400,50%,,,,,,,,,,,,,
7FCR,MICROBATCH,294.0,5.15,2.08,40.92,SODIUM CACODYLATE,100 mM,,PEG 400,28%,,,,,,,,,,,,,
7FCX,"VAPOR DIFFUSION, SITTING DROP",277.0,8.5,2.28,46.11,TRIS-HCL (,0.1M,8.5,PEG 400,50%,,,,,,,,,,,,,
7FD7,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.52,TRIS-HCL (,0.1M,8.0,PEG 400,55%,,,,,,,,,,,,,
7FDT,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.69,TRIS-HCL (,0.1M,8.5,PEG 400,50%,,,,,,,,,,,,,
7FDU,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.16,43.14,HEPES-NAOH (,0.1M,7.5,PEG 400,50%,,,,,,,,,,,,,
7FDX,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.15,42.92,TRIS-HCL (,0.1M,8.0,PEG 400,50%,,,,,,,,,,,,,
7P2M,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.05,47.0,PEG4000,33%,,TRIS,100mM,8.0,MGCL2 1.2MM LMD43,75mM,,CRYO +17.5% GLYCEROL,,,,,,,,
7P2N,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.05,39.96,PEG4000,34%,,100MMTRIS,,8.0,MGCL2,95mM,,,,,,,,,,
7P3L,"VAPOR DIFFUSION, HANGING DROP",298.0,8.5,2.26,45.51,LI2SO4,1.8 M,,TRIS,0.1 M,8.5,,,,,,,,,,,,
7PSW,"VAPOR DIFFUSION, HANGING DROP",298.0,8.5,2.24,45.12,LI2SO4,1.7 M,,TRIS,0.1 M,8.5,,,,,,,,,,,,
7Q1Q,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,1.6,23.09,ACETATE,1 M,6.5,IMIDAZOLE,0.1 M,,,,,,,,,,,,,
7Q1R,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.11,41.58,ETHANOL,10%,,SODIUM CHLORIDE,1.5 M,,,,,,,,,,,,,
7QP2,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.95,36.76,(NH4)2SO4,3.2 M,,K-MOPS,50 mM,7.0,MGCL2,10 mM,,MNCL2,10 mM,,,,,,,
7RFQ,"VAPOR DIFFUSION, HANGING DROP",295.0,3.5,2.01,38.66,PEG 3350,25 %,,CITRIC ACID,100 mM,3.5,TCEP,1 mM,,O-PHOSPHO-L-SERINE OR 39 MM SERINE,39 mM,,VAPOR,,,,,
7RSW,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.01,38.74,AMMONIUM SULFATE,0.2 M,,PEG 2000 MME,30%,,SODIUM ACETATE,0.1 M,,,,4.6,,,,,,
7UCR,"VAPOR DIFFUSION, SITTING DROP",291.15,7.0,1.9,35.37,RNA,0.233 mM,,AMMONIUM SULFATE,1.0 M,,MAGNESIUM CHLORIDE,2 mM,,MANGANESE CHLORIDE,2 mM,,-3-(N-MORPHOLINO)PROPANESULFONIC ACID.,16.5 mM,,,,
7UEZ,"VAPOR DIFFUSION, HANGING DROP",298.0,9.3,2.13,42.32,SODIUM PHOSPHATE,0.1 M,,,,9.3,W/V PEG3350,16%,,GLYCINE,0.3 M,,,,,,,
7Y6C,"VAPOR DIFFUSION, HANGING DROP",289.15,6.2,2.09,41.11,NACL,3.3 M,,KH2PO4/NA2HPO4,0.1 M,,,,,,,,,,,,,
5SOI,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.5,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOJ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.15,42.87,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOK,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.27,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOL,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.17,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOM,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.46,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SON,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.31,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOO,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.5,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOP,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.12,42.05,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOQ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.45,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOR,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.39,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOS,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.39,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOT,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.45,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOU,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.57,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOV,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.64,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOW,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.35,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOX,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.15,42.91,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOY,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.32,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SOZ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.45,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP0,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.58,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP1,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.47,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP2,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.64,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP3,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.15,42.77,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP4,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.12,42.04,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP6,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.07,40.68,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP7,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.26,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP8,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.12,42.09,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SP9,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.47,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPA,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.23,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPB,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.37,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPC,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.15,42.76,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPD,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.29,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPE,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.38,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPF,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.35,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPG,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.57,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPH,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.44,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPI,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.51,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPJ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.55,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPK,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.27,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPL,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.49,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPM,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.48,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPN,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.22,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPO,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.48,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPP,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.48,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPQ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.23,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPR,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.24,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPS,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.12,42.1,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPT,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.11,41.83,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPU,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.48,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPV,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.13,42.25,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPW,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,2.14,42.43,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
7BBV,"VAPOR DIFFUSION, HANGING DROP",291.15,8.0,2.3,46.64,MIB 8.0 25 % W/V PEG 1500 (B5 CONDITION PACT PREMIER PLATE),0.1 M,,,,,,,,,,,,,,,,
7FBF,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.67,TRIS-HCL (,0.1M,8.5,PEG 400,60%,,,,,,,,,,,,,
7FBM,"VAPOR DIFFUSION, SITTING DROP",294.0,8.0,2.19,43.88,TRIS-HCL (,0.1M,8.0,PEG 400,50%,,,,,,,,,,,,,
7FBN,"VAPOR DIFFUSION, SITTING DROP",294.0,8.0,2.2,43.97,TRIS-HCL (,0.1M,8.0,PEG 400,50%,,,,,,,,,,,,,
7OXW,"VAPOR DIFFUSION, SITTING DROP",293.15,,3.3,62.77,SODIUM ACETATE,100 mM,4.5,,,,,,,,,,,,,,,
7OXX,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.37,48.08,MGCL2,150 mM,,BIS-TRIS,100 mM,6.5,,,,,,,,,,,,
7P0J,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.76,55.5,"SODIUM CITRATE 
0.1 M BIS TRIS PROPANE 7.5 
20 % W/V PEG 3350",0.2 M,,,,,,,,,,,,,,,,
7P20,MICROBATCH,293.0,4.5,2.03,39.31,INDEX CONDITION F5 (0.1 M AMMONIUM ACETATE,,,BIS-TRIS,0.1 M,5.5,AND 17% W/V POLYETHYLENE GLYCOL 10,,,000),,,,,,,,
7P25,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.02,38.97,PEG 1500 AND 0.1 M TBG BUFFER,20%,4.0,,,,,,,,,,,,,,,
7QOE,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,2.1,41.38,SODIUM ACETATE TRIHYDRATE,0.2 M,7.0,PEG 3350,20% (w/v),,,,,,,,,,,,,
7QYM,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.25,45.22,PEG 6K; 15% PEG 400; 0.2M MGCL2 IN 0.1 TRIS-HCL,20%,8.5,,,,,,,,,,,,,,,
7R1P,"VAPOR DIFFUSION, HANGING DROP",293.0,5.1,2.18,43.71,"PEG4K 
10 MM SODIUM CITRATE",22%,5.1,,,,,,,,,,,,,,,
7R1Q,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,1.93,36.18,"SODIUM FORMATE
0.1 M HEPES BUFFER",2.0 M,7.5,,,,,,,,,,,,,,,
7RGY,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.12,42.06,PEG 6000,31%,,MGCL2,100mM,,BETA MERCAPTOETHANOL,8mM,,TRIS-HCL,100mM,,,,7.0,VAPOR DIFFUSION,,
7RGZ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.09,41.17,PEG 6000,31%,,MGCL2,100mM,,BETA MERCAPTOETHANOL,8mM,,TRIS-HCL,100mM,,,,7.0,VAPOR DIFFUSION,,
7RH0,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.08,40.79,PEG 6000,31%,,MGCL2,100mM,,BETA MERCAPTOETHANOL,8mM,,TRIS-HCL,100mM,,,,7.0,VAPOR DIFFUSION,,
7RH1,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.11,41.57,PEG 6000,31%,,MGCL2,100mM,,BETA MERCAPTOETHANOL,8mM,,TRIS-HCL,100mM,,,,7.0,VAPOR DIFFUSION,,
7RH3,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.06,40.43,TRIS-HCL,100 mM,,,,7.0,MGCL2,100 mM,,31-35 % W/V POLYETHYLENE GLYCOL 6000,,,,,,,,
7RH4,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.05,40.08,PEG 6000,31%,,MGCL2,100mM,,BETA MERCAPTOETHANOL,8mM,,TRIS-HCL,100mM,,,,7.0,VAPOR DIFFUSION,,
7RPU,"VAPOR DIFFUSION, SITTING DROP",293.15,7.0,2.35,47.59,PEG 3000,30%,,TRIS,0.1 M,,,,7.0,AND 0.2 M SODIUM CHLORIDE,,,,,,,,
7SMI,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.31,46.76,AMMONIUM ACETATE,0.2 M,,BIS-TRIS,0.1 M,5.5,W/V POLYETHYLENE GLYCOL 3,25%,,350,,,,,,,,
7ZER,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.99,58.8,MES/IMIDAZOLE,100 mM,,PEG8000,12.5% (w/v),,ETHYLENE GLYCOL,12.5% (v/v),,MORPHEUS MONOSACCHARIDES MIX,120 mM,,,,,,,
7ZS6,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.29,46.22,MAGNESIUM CHLORIDE HEXAHYDRATE,0.2 M,,MES,0.1 M,,PEG 6000,20%,6.0,,,,,,,,,
7ZYS,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.91,57.73,"SODIUM ACETATE
0.2 M AMMONIUM SULFATE
16% PEG2000",0.1 M,,,,,,,,,,,,,,,,
8A46,"VAPOR DIFFUSION, SITTING DROP",290.0,,2.72,54.85,(NH4)2SO4,0.2M,,LI2SO4,1.05M,,SODIUM CITRATE,0.1M,5.6,,,,,,,,,
5SPX,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,1.72,27.8,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPY,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,1.72,27.8,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
5SPZ,"VAPOR DIFFUSION, HANGING DROP",293.0,9.5,1.72,27.8,CHES,100 mM,,PEG 3000,28%,,,,,,,,,,,,,
